AI: meanAI
Embarrass Self-Encourage,6
Share Feelings-Accentuate the Negative (3-person),45
Break up (3-person)-Share Feelings,50
Declare Rivalry (3-person)-Compliment,18
Share Feelings-Revelation (3-person),5
Revelation (3-person)-Find Faults,29
Talk Up Other (3-person)-Council,12
Expose Secret (3-person)-Accentuate the Negative (3-person),1
Reminisce (3-person)-Confide In,11
Share Feelings-Council,25
Talk Up Other (3-person)-Fueling the Fire,24
Break Up-Share Feelings,7
Request Item-Ultimatum (3-person),22
Ultimatum (3-person)-Give Gift (Item),14
Fueling the Fire-Give Gift (Item),20
Petty Argument-Conversation Flirt (Direct),12
Bad Council-Revelation (3-person),12
Break up (3-person)-Court,37
Declare Rivalry-Fueling the Fire,13
Declare Rivalry-Flatter (3-person),38
Blame-Court,6
Find Faults-Give Romantic Gift (Item),2
Give Romantic Gift (Item)-Accentuate the Negative (3-person),1
Blame-Request Item,1
Request Item-Flatter (3-person),6
Talk Up Other (3-person)-Bad Council,31
Physical Flirt (light)-Encourage,15
Conversation Flirt (Direct)-Declare Rivalry,5
Declare Rivalry-Share Feelings,1
Endear (3-person)-Fueling the Fire,6
Bad Council-Compliment,13
Talk Up Other (3-person)-Ultimatum (3-person),2
Embarrass Self-Conversation Flirt (Direct),3
Flatter (3-person)-Declare Rivalry,15
Break Up-Embarrass Self,5
Request Item-Break Up,5
Conversation Flirt (Direct)-Ultimatum (3-person),7
Share Feelings-Compliment,8
Share Feelings-Talk Up Other (3-person),8
Physical Flirt (light)-Request Item,5
Conversation Flirt (Direct)-Break Up,4
Endear (3-person)-Council,5
Council-Give Gift (Item),6
Endear (3-person)-Discuss (Item),28
Find Faults-Declare Rivalry,26
Break up (3-person)-Break Up,6
Blame-Confide In,7
Ultimatum (3-person)-Confide In,8
Ultimatum (3-person)-Embarrass Self,20
Find Faults-Offer Drink (Item),5
Offer Drink (Item)-Give Gift (Item),6
Compliment-Physical Flirt (light),16
Council-Compliment,8
Expose Secret (3-person)-Backstab (3-person),1
Backstab (3-person)-Petty Argument,2
Express Disappointment (3-person)-Share Feelings,17
Share Feelings-Blame,5
Encourage-Petty Argument,2
Declare Rivalry (3-person)-Expose Secret (3-person),3
Expose Secret (3-person)-Fueling the Fire,1
Physical Flirt (light)-Ultimatum (3-person),24
Backstab (3-person)-Discuss (Item),14
Revelation (3-person)-Express Disappointment (3-person),19
Embarrass Self-Court,5
Declare Rivalry (3-person)-Reminisce (3-person),2
Reminisce (3-person)-Discuss (Item),43
Flatter (3-person)-Reminisce (3-person),19
Council-Reminisce (3-person),28
Confide In-Reminisce (3-person),6
Bad Council-Reminisce (3-person),10
Share Feelings-Give Gift (Item),8
Fueling the Fire-Expose Secret (3-person),2
Expose Secret (3-person)-Discuss (Item),15
Endear (3-person)-Flatter (3-person),9
Express Disappointment (3-person)-Conversation Flirt (Direct),8
Flatter (3-person)-Tell Secret (3-person),1
Tell Secret (3-person)-Discuss (Item),1
Council-Physical Flirt (light),3
Council-Break Up,4
Discuss (Item)-Give Romantic Gift (Item),5
Give Romantic Gift (Item)-Find Faults,3
Talk Up Other (3-person)-Conversation Flirt (Direct),5
Revelation (3-person)-Bad Council,19
Court-Revelation (3-person),10
Revelation (3-person)-Break up (3-person),1
Break up (3-person)-Revelation (3-person),2
Revelation (3-person)-Share Feelings,7
Find Faults-Revelation (3-person),13
Fueling the Fire-Revelation (3-person),14
Bad Council-Backstab (3-person),5
Backstab (3-person)-Find Faults,5
Embarrass Self-Confide In,9
Blame-Flatter (3-person),9
Give Gift (Item)-Confide In,15
Blame-Compliment,1
Compliment-Conversation Flirt (Direct),5
Court-Ultimatum (3-person),16
Court-Embarrass Self,5
Express Disappointment (3-person)-Break Up,10
Break Up-Give Gift (Item),4
Give Gift (Item)-Compliment,2
Express Disappointment (3-person)-Declare Rivalry,5
Accentuate the Negative (3-person)-Request Item,3
Give Gift (Item)-Court,11
Declare Rivalry-Compliment,1
Declare Rivalry-Embarrass Self,10
Break Up-Express Disappointment (3-person),19
Confide In-Give Romantic Gift (Item),2
Give Romantic Gift (Item)-Give Gift (Item),1
Accentuate the Negative (3-person)-Break Up,3
Expose Secret (3-person)-Ultimatum (3-person),1
Offer Drink (Item)-Express Disappointment (3-person),2
Share Feelings-Break Up,7
