AI: questfinisherAI
Backstab (3-person)-Express Disappointment (3-person),3
Express Disappointment (3-person)-Find Faults,3
Bad Council-Backstab (3-person),6
Backstab (3-person)-Accentuate the Negative (3-person),6
Accentuate the Negative (3-person)-Express Disappointment (3-person),23
Express Disappointment (3-person)-Bad Council,8
Fueling the Fire-Backstab (3-person),2
Backstab (3-person)-Bad Council,5
Express Disappointment (3-person)-Backstab (3-person),3
Backstab (3-person)-Fueling the Fire,1
Find Faults-Accentuate the Negative (3-person),1
Backstab (3-person)-Blame,1
Express Disappointment (3-person)-Blame,2
Share Feelings-Backstab (3-person),1
Confide In-Embarrass Self,2
Ask Out-Physical Flirt (light),3
Accentuate the Negative (3-person)-Ask Out,2
Ask Out-Truce (3-person),2
Petty Argument-Ultimatum (3-person),3
Discuss (Item)-Petty Argument,3
Ask Out (3-person)-Ask Out,2
Compliment-Apologize,4
Declare Rivalry-Ultimatum (3-person),4
Petty Argument-Compliment,2
Talk Up Other (3-person)-Blame,1
Flatter (3-person)-Endear (3-person),7
Endear (3-person)-Council,3
Council-Endear (3-person),1
Endear (3-person)-Flatter (3-person),3
Endear (3-person)-Confide In,2
Confide In-Endear (3-person),1
Declare Rivalry (3-person)-Endear (3-person),1
Endear (3-person)-Truce (3-person),4
Confide In-Ask Out,4
Petty Argument-Conversation Flirt (Direct),2
Revelation (3-person)-Conversation Flirt (Direct),1
Break up (3-person)-Embarrass Self,2
Truce (3-person)-Embarrass Self,1
Blame-Accentuate the Negative (3-person),5
Express Disappointment (3-person)-Physical Flirt (light),1
Break up (3-person)-Express Disappointment (3-person),1
Talk Up Other (3-person)-Conversation Flirt (Direct),3
Break Up-Declare Rivalry (3-person),3
Discuss (Item)-Break Up,8
Give Gift (Item)-Break up (3-person),2
Ultimatum (3-person)-Council,1
Declare Rivalry-Blame,4
Break up (3-person)-Talk Up Other (3-person),1
Share Feelings-Offer Drink (Item),2
Offer Drink (Item)-Court,1
Discuss (Item)-Revelation (3-person),3
Revelation (3-person)-Flatter (3-person),6
Apologize-Discuss (Item),6
Revelation (3-person)-Ultimatum (3-person),1
Ultimatum (3-person)-Give Gift (Item),1
Fueling the Fire-Revelation (3-person),1
Petty Argument-Declare Rivalry (3-person),5
Declare Rivalry (3-person)-Embarrass Self,1
Apologize-Accentuate the Negative (3-person),2
Give Gift (Item)-Ultimatum (3-person),1
Council-Declare Rivalry,1
Share Feelings-Revelation (3-person),3
Ask Out-Confide In,1
Physical Flirt (light)-Talk Up Other (3-person),1
Break Up-Ask Out,1
Blame-Compliment,1
Offer Drink (Item)-Confide In,2
Fueling the Fire-Offer Drink (Item),1
Endear (3-person)-Ask Out (3-person),1
Declare Rivalry-Ask Out,2
Share Feelings-Give Gift (Item),2
Declare Rivalry-Encourage,2
Break Up-Physical Flirt (light),2
Talk Up Other (3-person)-Break up (3-person),1
Council-Accentuate the Negative (3-person),1
